Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
"2007, SA",1392,U1,2021,1654.28572679343,16,BARCELONA,237.275505836678,2240.90674607019,2478.18225190687,1987.53837163682,237.75597753911,1654.28572679343,-48.8839126984119,-48.8839126984119,-3.168,-1.973,-3.807
TOLPIN SA,1392,U1,2022,1652.48854838322,13,MADRID,13859.596159014,5258.63892466813,19118.2350836822,12179.5555422294,4830.99134217231,1652.48854838322,381.951516604245,381.951516604245,4.126,1.998,30.408
BASMAT MATTING SYSTEMS SL,1393,U1,2022,1650.77246553518,8,ORKOIEN,454.398740274936,1143.8270497789,1598.22579112044,744.075268701613,433.115910080183,1650.77246553518,2.93999616142511,2.93999616142511,0.513,0.184,0.231
FILATS SERENA S.L.,1310,U1,2022,1646.99768461827,6,NAVAS,200.770661382645,664.475450194651,865.246111577296,253.717907901192,72.5324982997775,1646.99768461827,-86.4763240656972,-86.4763240656972,-34.084,-9.994,-5.251
SUCESORES DE DIEGO SANCHEZ SA,1310,U1,2009,1646.93970749009,14,ALBA DE TORMES,480.575749079256,2995.59896863034,3476.1747177096,999.683208116989,346.865458196259,1646.93970749009,10.312869267149,10.312869267149,1.375,0.297,0.835
INDUSTRIAS TEXTILES PARA LA DECORACION SL,1320,U1,2002,1643.53636214693,22,MURO DE ALCOY,443.621683517785,1293.45686239501,1737.0785459128,469.421833807859,244.817843068423,1643.53636214693,6.45684626871586,12.1361116411066,1.83,0.699,0.523
CONFECCIONES ANMITEX SL,1392,U1,2022,1638.86823397468,27,ONTINYENT,449.928408499747,486.459824948412,936.38823344816,260.832937103486,155.695484385175,1638.86823397468,10.8418344742179,10.8418344742179,5.542,1.158,0.882
SEINPUIG SL,1392,U1,2022,1635.64242114839,11,MINGLANILLA,1041.75631697382,349.038912229317,1390.79522920314,446.182276445097,273.818348567241,1635.64242114839,113.265302396067,113.265302396067,33.891,8.144,9.245
TEIXITS FONTA SA,1320,U1,2022,1633.9535248547,20,NAVARCLES,1150.03782766765,751.733559687257,1901.7713873549,1097.02811041707,617.33413133049,1633.9535248547,-73.2727919399935,-73.2727919399935,-9.163,-3.853,-6.152
MANUFACTURAS TEXTILES T B SAL,1320,U1,1996,1633.22512602854,28,MOLINS DE REI,754.514276295662,2001.06091051483,2755.57518681049,416.543135593414,183.464811194658,1633.22512602854,-1045.37978708482,77.1535552268028,-250.966,2.8,-64.007
ARPLEN SA,1330,U1,2019,1631.34540087765,5,CENTELLES,234.99052336459,1151.55252365621,1386.5430470208,694.223520631425,100.386202079306,1631.34540087765,90.620565789026,90.620565789026,17.405,6.536,7.407
TEXTIL RIBBONS BARCELONA SL.,1392,U1,2022,1631.2467076068,26,SANT FRUITOS DE BAGES,271.912452607667,883.770566171485,1155.68301877915,538.66747004981,158.584518423051,1631.2467076068,15.903467673707,15.903467673707,2.952,1.376,0.975
TUBILOCK SL,1320,U1,2022,1623.86433630937,38,L'ALCUDIA DE CRESPINS,351.337050150698,1366.49585300168,1717.83290315238,405.949599782252,946.835106131876,1623.86433630937,-36.7345503212035,-36.7345503212035,-9.049,-2.138,-2.262
EUROFILATURE MEDITERRANE SL,1310,U1,2001,1621.3828781749,14,BARBERA DEL VALLES,283.176893405199,480.152272118568,763.329165523767,172.826933695674,195.645500112891,1621.3828781749,110.540320065856,109.745389318585,113.445,14.377,12.092
TAPIZADOS CALSE SL,1392,U1,2022,1618.73004635274,22,MOIXENT/MOGENTE,810.982361310393,994.017489076334,1804.99985038673,1089.97052826322,10.4849716174364,1618.73004635274,-24.8870618534863,-24.8870618534863,-2.248,-1.379,-1.513
DECORACION RAMIREZ DORADO SL,1392,U1,2022,1615.00639714871,21,LUCENA,364.669053118163,652.878345956802,1017.54739907497,183.391915960759,325.438553334486,1615.00639714871,22.8024784816444,22.8024784816444,16.642,2.241,1.89
ZEBRA TEXTIL SL,1392,U1,2022,1612.54336401304,11,ONTINYENT,616.500818482304,1265.41994713869,1881.92076562099,922.311466722024,336.265946051633,1612.54336401304,21.6219331034559,21.6219331034559,2.875,1.149,1.645
AMBATEX SL,1392,U1,2022,1607.20293237332,3,COCENTAINA,734.931396616733,451.07322172848,1186.00461834521,120.664645424551,682.517396512342,1607.20293237332,15.6737754739106,15.6737754739106,17.531,1.322,1.316
CREACIONES TEXTILES CANO Y CANTO SL,1310,U1,2022,1606.83533952568,8,COCENTAINA,299.587264211625,1171.68635216295,1471.27361637457,171.073043849206,365.070243849677,1606.83533952568,2.90057464433908,2.90057464433908,2.224,0.197,0.237
EGEA HILATURAS SL,1394,U1,2022,1602.42326541454,6,CIEZA,38.2391488893151,1223.13809820701,1261.37724709633,1076.34848489691,0.0,1602.42326541454,78.9754311665356,78.9754311665356,9.783,6.261,6.571
MITTE FACTORY SL.,1399,U1,2022,1591.84375041847,4,MADRID,244.520364530063,551.599764859051,796.120129389113,112.467615037388,273.35154063521,1591.84375041847,52.4450701474846,52.4450701474846,57.226,6.588,4.043
ENCAMA FABRICS SL,1396,U1,2022,1590.06737163475,5,ONTINYENT,13.1678426402271,898.809896271795,911.977738912022,100.548664403957,101.301193006903,1590.06737163475,-12.1567383233428,-12.1567383233428,-12.139,-1.333,-0.768
CALATAYUD FERRE SL,1392,U1,2022,1587.48542225554,22,BANYERES DE MARIOLA,1049.58466658187,546.448089330763,1596.03275591263,1244.79262765743,18.0891860090256,1587.48542225554,-31.1315752174437,-31.1315752174437,-3.247,-1.951,-2.546
ESTAMPADOS DAMF SL,1330,U1,2014,1585.66903377684,22,PINEDA DE MAR,159.252215816059,868.757879000246,1028.01009481631,460.690156734033,16.5479604891944,1585.66903377684,-220.703164906697,-220.703164906697,-47.907,-21.469,-13.919
SOLER TEXTIL 2000 SL,1320,U1,2022,1580.88443001062,8,AGULLENT,223.756242998439,608.159285196471,831.91552819491,266.817797488022,157.275811516953,1580.88443001062,34.3483219480872,34.3483219480872,16.587,4.129,2.799
TORCIDOS SINTETICOS SL,1310,U1,2022,1578.2778955132,11,ARENYS DE MUNT,850.549106582743,352.263242482322,1202.81234906507,207.477897602594,661.240037972963,1578.2778955132,1.64528304061294,1.64528304061294,3.05,0.137,0.401
JIDOTEX SL,1320,U1,2022,1574.73573994468,15,ALCOI/ALCOY,1059.67290585365,3022.42089000872,4082.09379586237,3459.18337574732,335.395515541255,1574.73573994468,71.0526341737986,71.0526341737986,2.769,1.741,6.082
MANATEX DE BANYERES SL,1320,U1,2022,1570.87386051357,8,BANYERES DE MARIOLA,193.354221830964,1400.40353070319,1593.75775253415,1171.35514102386,118.166424105167,1570.87386051357,45.214869532448,45.214869532448,5.189,2.837,3.869
CORTES CASTALLA SL,1392,U1,2020,1566.0616997142,9,L'ALFAS DEL PI,82.0086536810458,787.642325837338,869.650979518384,458.612226806492,29.6783291522026,1566.0616997142,17.8986789883792,17.8986789883792,5.442,2.058,1.594
DELTA ALFOMBRAS SL,1393,U1,2022,1565.33317481992,18,CREVILLENT,181.084007988065,399.634680186075,580.718688174141,123.770209824538,189.375485759914,1565.33317481992,30.4444707605082,30.4444707605082,32.446,5.243,2.565
TENDALS SANGRA SL,1396,U1,2022,1558.95004618647,17,TARREGA,752.649032694024,749.325903330421,1501.97493602445,1159.12538329955,0.0,1558.95004618647,154.424716422874,154.424716422874,17.445,10.281,12.971
JUAN GILI SL,1320,U1,2021,1555.61888857656,8,MONTGAT,244.64342194283,1133.07680373995,1377.72022568278,343.806542962432,622.322868820667,1555.61888857656,34.986294189055,34.986294189055,13.701,2.539,3.028
TEJIDOS CAVITEX SL,1320,U1,2022,1553.83449638285,8,COCENTAINA,695.52837436583,1202.10682550157,1897.6351998674,723.231333530283,728.404799686116,1553.83449638285,16.2503780906636,16.2503780906636,2.996,0.856,1.394
SISTEMAS Y CORTINAS DE ALTA TECNOLOGIA SL,1392,U1,2022,1551.97301362597,4,SANT BOI DE LLOBREGAT,57.8443460809767,821.065502236623,878.909848317599,399.564145961916,84.3155214944243,1551.97301362597,87.09967680462,87.09967680462,21.799,9.91,5.612
MARTA Y PAULA SOCIEDAD LIMITADA.,1392,U1,2022,1550.38017528219,8,SEVILLA,306.958586604953,2354.10455106088,2661.06313766583,2443.58781107188,0.0,1550.38017528219,184.229484540904,184.229484540904,8.342,6.923,13.148
HOME TEX CONTRAC SL.,1310,U1,2022,1542.18942716602,17,BOCAIRENT,103.45250284273,370.899743352753,474.352246195483,79.9976921140671,79.6234223536372,1542.18942716602,23.8182331722975,23.8182331722975,41.386,5.021,2.147
DESIGN & STITCH SL,1320,U1,2021,1538.02368230202,1,MADRID,45.7180003629684,1202.89121542432,1248.60921578729,98.2406633731842,46.5427146028519,1538.02368230202,69.2855541642022,69.2855541642022,94.035,5.549,6.006
KRE BAND SL,1396,U1,2021,1537.06128916876,4,SALLENT,158.350627169108,1281.5096237747,1439.8602509438,573.38592777586,174.607450986314,1537.06128916876,79.8662620651245,79.8662620651245,18.488,5.547,6.897
EXPORT TEDELMUN SL,1310,U1,2021,1534.58141549156,4,MURO DE ALCOY,395.390642749858,2201.21904952426,2596.60969227412,153.722108774614,767.440092063331,1534.58141549156,18.7594967386007,18.7594967386007,16.31,0.722,1.634
CAGISCA 2005 SL,1320,U1,2022,1530.4471800698,11,DOSRIUS,328.784870570964,691.116129598773,1019.90100016974,601.463557585001,103.874684252173,1530.4471800698,1.45905476996303,1.45905476996303,0.313,0.143,0.123
TRENZADOS PINA SL.,1394,U1,2022,1524.46817531646,13,CALLOSA DE SEGURA,53.4172862470269,870.601123632026,924.018409879053,130.410772910476,160.818724371105,1524.46817531646,28.7406538065791,28.7406538065791,33.301,3.11,2.849
MUFITEC SL,1396,U1,2022,1523.53689530528,6,BURGOS,57.8350346674442,879.707728730786,937.54276339823,78.0818767792523,393.94905428797,1523.53689530528,-37.7765017618877,-37.7765017618877,-59.725,-4.029,-3.061
TERRAZA SL,1320,U1,2022,1523.08527574996,4,BARCELONA,308.634694370776,810.979929463559,1119.61462383434,654.019404755336,194.075456404924,1523.08527574996,87.9478143190938,87.9478143190938,17.853,7.855,7.666
ANNAPOLSA SL.,1391,U1,2022,1518.83209296458,5,ARGENTONA,314.058235442626,451.056220132637,765.114455575263,340.92540724808,82.2371990615785,1518.83209296458,156.3371719693,156.3371719693,61.142,20.433,13.724
LLINATEX SL,1320,U1,2022,1518.00696093447,10,LLINARS DEL VALLES,245.194370078683,1713.45690143594,1958.65127151462,1681.34892904896,0.0,1518.00696093447,-25.6867554858029,-25.6867554858029,-1.514,-1.311,-1.677
TEXTIL GENE SA,1391,U1,2022,1508.01071586855,11,SABADELL,277.435304757869,972.766763526177,1250.20206828405,908.322747783643,226.275465661746,1508.01071586855,9.01542150850892,9.01542150850892,1.281,0.721,0.771
CONFORTOLDO SL.,1392,U1,2021,1505.04374312103,13,MOSTOLES,71.4274610422611,274.259107822537,345.686568864799,96.0925056740284,99.3551534017325,1505.04374312103,15.4158341109037,15.4158341109037,21.39,4.459,1.366
FRESMARVI SL,1392,U1,2021,1504.70166385016,7,SANTA CRUZ DE MUDELA,357.010102870774,765.687528999567,1122.69763187034,266.036452242351,413.733082077241,1504.70166385016,22.9693834074497,22.9693834074497,9.985,2.046,1.765
LAMITEX SL,1330,U1,2022,1502.48386397027,10,TERRASSA,125.085614975423,928.073909115273,1053.1595240907,857.645480959987,10.5263876755655,1502.48386397027,152.322256843609,152.322256843609,17.761,14.463,10.138
TOLDOS IRAOLA SL,1392,U1,2022,1492.49215195217,12,LASARTE-ORIA,32.2869797790945,418.526866285831,450.813846064925,142.619336236354,27.5576989801466,1492.49215195217,39.9743889307678,39.9743889307678,35.036,8.867,3.348
GIRALT TEXTIL SA,1310,U1,2011,1487.92890371538,7,SABADELL,39.2810669487166,3430.69902118873,3469.98008813745,856.793234238563,1252.50645760141,1487.92890371538,-548.615172329396,-548.615172329396,-64.031,-15.81,-36.871
UO ESTUDIO SL.,1392,U1,2022,1486.34357921218,13,VALENCIA,34.9360289321125,1020.79989822046,1055.73592715257,652.473774104911,8.35361785803437,1486.34357921218,12.8965423943937,12.8965423943937,2.635,1.222,1.157
QUIQUERE ECOBAGS SL.,1399,U1,2020,1475.87052702667,12,SAN CRISTOBAL DE LA LAGUNA,168.378234207374,418.115422100717,586.493656308091,151.261438350606,64.2098851176262,1475.87052702667,52.6026534492666,52.6026534492666,56.251,13.454,3.843
HURTATOLD SL,1399,U1,2022,1466.25269527755,6,ANTEQUERA,305.160758505529,722.939031940526,1028.09979044605,482.520382402509,156.725488844991,1466.25269527755,15.8542430407244,15.8542430407244,4.381,1.542,1.442
SA CABULLERIA INDUSTRIAL DEPORTIVA,1394,U1,2022,1464.97733027145,15,CASTELLGALI,1538.69140748432,1031.42632226202,2570.11772974635,962.99271246565,1172.19004310528,1464.97733027145,33.9270247496206,33.9270247496206,4.697,1.32,3.088
"TEXTIL PONS, SL",1320,U1,2006,1463.53551623187,13,BAGA,129.814648277364,1312.05794103935,1441.87258931672,161.893208269737,325.417287118449,1463.53551623187,-46.2310955720973,-46.2310955720973,-28.557,-3.206,-3.159
CALCETINES RAR SL,1391,U1,2022,1461.29460755638,25,CANALS,885.157134840226,700.825278080439,1585.98241292067,733.659668714893,410.548915433556,1461.29460755638,12.3866865070164,12.3866865070164,1.93,0.781,0.969
NAFAR TEXTIL SL.,1330,U1,2022,1457.31428225209,30,PINEDA DE MAR,56.9133860496402,413.257139526182,470.170525575823,97.7053128221631,106.546921278065,1457.31428225209,25.6830437195837,25.6830437195837,26.808,5.462,1.797
CONFECCIONES PAULA S L,1392,U1,2022,1453.65846984211,14,ALCOI/ALCOY,605.12036193251,718.086473572725,1323.20683550524,200.863519534093,259.860880993867,1453.65846984211,8.40196681283712,8.40196681283712,6.396,0.635,0.884
TECTUM GLOBAL SL,1320,U1,2022,1453.24119479031,7,BANYERES DE MARIOLA,348.682252026439,749.267858986271,1097.95011101271,786.954584002632,154.766796210748,1453.24119479031,-0.485281435167789,-0.485281435167789,0.169,-0.044,0.092
ALFOMBRAS ARTESANALES LA ALPUJARRENA SL,1393,U1,2022,1442.9485417266,20,LA ZUBIA,81.3624914872527,1453.99611257611,1535.35860406336,712.559163036662,566.979222870171,1442.9485417266,124.151679131514,124.151679131514,23.33,8.086,11.521
ALMOHADAS Y FLOCAS BELLSON SL,1392,U1,2022,1442.87917009588,13,TORDERA,557.3703347404,361.357880334824,918.728215075225,211.492482082444,374.917047661299,1442.87917009588,-34.3801706088066,-34.3801706088066,-16.256,-3.742,-2.383
MAGDALENA FERRANDEZ GALIPIENSO SL,1310,U1,2022,1442.1037949319,5,CREVILLENT,197.581923554564,782.566860357809,980.148783912373,815.564888685751,103.073988016337,1442.1037949319,129.249118075824,129.249118075824,21.13,13.187,11.95
HICOMAN SL,1394,U1,2022,1442.10225902864,10,COX,169.861066850698,1039.56650289646,1209.42756974716,813.285906891179,39.8432718556762,1442.10225902864,19.2519607731402,19.2519607731402,3.087,1.592,1.741
PREFILSA SL,1310,U1,2007,1434.89922229317,20,TERRASSA,703.684842289124,1343.02880074844,2046.71364450966,102.76764989296,996.657128999176,1434.89922229317,-274.01064664444,-274.01064664444,-265.967,-13.388,-19.049
BLANC TEXTIL SA,1320,U1,2022,1430.17449828343,10,ONTINYENT,686.698594498253,1952.0181746251,2638.71676912335,1303.14800288522,100.723874701893,1430.17449828343,6.98481873676777,6.98481873676777,0.715,0.265,0.651
ARIAS Y ARIAS SA,1310,U1,2022,1427.96444014779,8,NAVALCARNERO,598.994059789836,1161.28812708189,1760.28218687173,923.947374353135,194.969970731747,1427.96444014779,27.634334153378,27.634334153378,3.967,1.57,2.567
HIJOS DE JOSE CERDA SL,1320,U1,2022,1421.04836374804,3,BANYERES DE MARIOLA,341.30103158986,2209.18774779422,2550.48877938408,1394.26022696467,470.087842783493,1421.04836374804,13.0844878902197,13.0844878902197,1.22,0.513,1.197
MATEX 05 SL,1391,U1,2021,1420.46804969544,4,DOSRIUS,64.8182172520637,827.029478779936,891.847696032,428.172331573033,26.90134128685,1420.46804969544,18.6436317271471,18.6436317271471,4.354,2.09,1.312
TEXFE S.A.,1320,U1,2003,1417.88091254974,8,AIELO DE MALFERIT,749.313520962091,1380.68788766251,2130.0014086246,246.716431189256,784.686913804247,1417.88091254974,28.1659206534886,20.2600764316654,15.431,0.951,2.685
EUROPEA DE TINTURA Y LAVADO SL,1330,U1,2022,1414.14566250588,9,RIPOLLET,205.138396953058,837.849458453882,1042.98785540694,365.370790253478,302.301642583299,1414.14566250588,66.665251840812,66.665251840812,24.239,6.392,6.262
CORDELERIAS PAMPILLON SL,1394,U1,2022,1411.6107394981,11,VIGO,88.9260257743597,3396.78583377691,3485.71185955127,3014.75405556117,76.6608996110201,1411.6107394981,197.489107000496,197.489107000496,8.734,5.666,18.654
USCITEX SL,1330,U1,2022,1406.74642720394,9,VILANOVA DEL CAMI,847.214383282703,802.788808037561,1650.00319132026,1159.95294717649,145.140703831232,1406.74642720394,213.201033671502,213.201033671502,24.273,12.921,20.014
INDUSTRIAS POZA SL,1394,U1,2022,1403.503207474,7,FUENTERREBOLLO,182.230218462127,403.599433137834,585.829651599962,229.182482566994,36.1724310589015,1403.503207474,54.4936984505773,54.4936984505773,31.703,9.302,5.177
SUPERIOR CARPET SERVICES SL,1393,U1,2017,1401.59148949059,3,CREVILLENT,90.0367678886461,973.653793647482,1063.69056153613,291.683244436243,135.125910507829,1401.59148949059,20.2786086981702,20.2786086981702,9.043,1.906,1.882
PRESTIGE CURTAIN SOCIEDAD LIMITADA.,1392,U1,2021,1400.5141579766,5,GODELLA,177.262639865112,436.381271363497,613.643911228609,306.711640344358,141.646618772507,1400.5141579766,29.8304608760118,29.8304608760118,12.968,4.861,2.84
TEXTILES SANZ MARTI SL,1320,U1,2022,1398.51256713645,7,AIELO DE MALFERIT,4.21303598063588,591.55580827862,595.768844259256,164.021541312432,39.71756243999,1398.51256713645,2.8638196259737,2.8638196259737,2.328,0.481,0.273
UNIVERSAL NAUTIC SL,1393,U1,2020,1396.5104690155,14,CALVIA,79.9843938637257,156.407598308587,236.391992172313,63.0191202284515,18.3451345264912,1396.5104690155,37.3238204212785,37.3238204212785,79.434,15.789,3.585
MEGAPUNT TEJIDOS DE PUNTO SL,1320,U1,2022,1394.43757046158,6,ONTINYENT,488.226337686861,715.720937229681,1203.94727491654,512.768642587757,167.921722331172,1394.43757046158,50.8335556466699,50.8335556466699,11.639,4.222,4.28
ALBERO I SEMPERE SL,1395,U1,2022,1394.04874161814,10,BANYERES DE MARIOLA,249.528187785369,784.674631602526,1034.20281938789,684.90797661137,0.0,1394.04874161814,137.178666643322,137.178666643322,25.716,13.264,12.635
BELCONFORT SL,1399,U1,2022,1384.07571642308,13,GUADASSEQUIES,307.596295772988,1156.62794059779,1464.22423637078,994.205103926319,152.534328819859,1384.07571642308,116.528724586916,116.528724586916,15.471,7.958,11.113
HILATEX DE MURO SL.,1310,U1,2022,1381.73312263502,13,MURO DE ALCOY,957.746280238825,2169.12813756434,3126.87441780317,2239.73369483004,300.150770053262,1381.73312263502,4.42379603951573,4.42379603951573,0.257,0.141,0.416
TEELMASK SL.,1392,U1,2022,1380.65958918349,11,ALBIZTUR,2388.18604181499,443.495725654072,2831.68176746906,844.15979167226,1767.04679547815,1380.65958918349,38.4917729781091,38.4917729781091,5.657,1.359,3.459
TOLDOS ARRANZ SL,1396,U1,2022,1372.26195276458,11,LOIU,498.467015357506,441.8762009911,940.343216348606,371.065247595346,283.416154728329,1372.26195276458,28.964405047226,28.964405047226,8.751,3.08,2.366
FOAMIZADOS DEL VINALOPO SL.,1399,U1,2022,1371.71013791993,7,ELX/ELCHE,142.497595637363,729.180569491911,871.678165129274,110.317851770818,59.7242170130372,1371.71013791993,17.9356490126908,17.9356490126908,21.678,2.058,1.743
OLGA SANTONI SL,1391,U1,2022,1365.77754091032,19,VIGO,556.45197124902,1970.37014941604,2526.82212066506,1550.01944066927,476.411913803279,1365.77754091032,43.8579523294806,43.8579523294806,0.438,1.736,0.498
MANUFACTURES JONQUERA SL,1310,U1,2021,1364.87101110663,15,AMER,310.516429861236,1238.31487568071,1548.83130554194,1153.2465917294,0.33978009223938,1364.87101110663,105.422096838713,105.422096838713,9.141,6.807,7.724
ESTAMPADOS LUNA SL,1330,U1,2022,1364.31379310261,18,MATARO,542.22429136129,670.271415809816,1212.49570717111,599.130595190328,286.499907168782,1364.31379310261,5.16223486322165,5.16223486322165,1.149,0.426,0.505
ACABATS MATCH POINT SL.,1330,U1,2004,1361.78767560363,16,MATARO,489.551343510032,596.420422638416,1085.97040404749,86.2441464098692,243.049208789706,1361.78767560363,153.910597842336,40.6273852988482,198.648,3.741,12.581
ERIKOLF TEXTILES SL,1320,U1,2010,1361.24731063666,7,AIELO DE MALFERIT,409.762635756669,941.861760078989,1351.62439583566,260.89165421285,490.779229717666,1361.24731063666,2.75716587926388,2.75716587926388,1.409,0.204,0.27
OLLE CAMPRUBI SL,1392,U1,2021,1357.64400180473,14,SANTA MARIA D'OLO,86.9683795311213,499.411826268268,586.380205799389,518.398556606555,27.3958232550859,1357.64400180473,57.1562441280842,57.1562441280842,14.701,9.747,5.613
