Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
HERO ESPANA SA,1039,U2,2021,200822.168060567,770,ALCANTARILLA,242966.4995906,85573.1903727722,328539.689963372,233739.18449888,28450.821187284,200822.168060567,6972.26823854685,6972.26823854685,3.06,2.122,3.561
UBAGO GROUP MARE SL,1089,C2,2021,200631.059880288,2372,MALAGA,69353.6891334987,81689.6092503047,151043.298383803,73072.480309031,22649.4079641867,200631.059880288,9469.23398699284,9469.23398699284,16.12,6.269,5.871
MATADERO FRIGORIFICO AVINYO SA,1011,U2,2022,199255.377034231,393,AVINYO,51041.2653056753,55045.0684912385,106086.333796914,60215.0995247617,10107.8646383718,199255.377034231,-58.511173415041,-58.511173415041,-0.147,-0.055,-0.044
EMBUTIDOS RODRIGUEZ SLU,1011,U1,2022,199008.271051219,157,SOTO DE LA VEGA,42155.8528247136,45273.4837927036,87429.3366174172,31098.9094348564,12420.7778211518,199008.271051219,-5262.51317665331,-5262.51317665331,-22.509,-6.019,-3.518
FINI GOLOSINAS ESPANA SLU,1082,U1,2022,197842.700868504,1250,MOLINA DE SEGURA,117502.581873757,91702.9743491291,209205.556222886,33011.1717347878,110151.762349082,197842.700868504,2197.17663229901,2197.17663229901,8.229,1.05,1.373
ESNELAT SL,1051,U1,2022,197350.006428235,217,URNIETA,23576.777446745,34451.2146675205,58027.9921142656,16445.4506042701,2999.35348954618,197350.006428235,-9646.4825619334,-9646.4825619334,-70.616,-16.624,-5.885
INDUSTRIAS LACTEAS DE MOLLERUSA SL.,1051,U1,2022,195145.455060424,179,MOLLERUSSA,31216.9483469927,19708.925538464,50925.8738854567,32756.7587773301,0.0,195145.455060424,3049.94485138045,3049.94485138045,14.33,5.989,2.405
AGROPECUARIA CATALANA S.C.L.,1091,U1,2021,194371.035884896,63,SANT FRUITOS DE BAGES,19704.2585696132,36571.0469779924,56275.3055476057,34175.0826741251,2192.2943742955,194371.035884896,3410.26881309843,3410.26881309843,11.381,6.06,2.001
QUESERIA LAFUENTE SAU,1051,U2,2022,189886.118227713,431,MEDIO CUDEYO,30716.4097074471,73572.894190436,104289.303897883,63244.4030212782,0.0,189886.118227713,5938.73917208819,5938.73917208819,12.208,5.694,4.066
ICE CREAM FACTORY CO MAKER SAU,1052,U1,2022,189370.0,646,ALZIRA,166858.0,91967.0,258825.0,22630.0,92578.0,189370.0,-14355.0,-14355.0,-66.328,-5.546,-7.926
INDUSTRIAS LACTEAS DE GRANADA SOCIEDAD LIMITADA.,1051,U1,2022,186870.747752309,395,GRANADA,45256.0133197258,38434.652213121,83690.6655328467,45099.9785393774,601.569705566072,186870.747752309,3619.59418981013,3619.59418981013,10.618,4.325,2.562
CUETARA SL,1072,U1,2022,186550.928130407,453,VILLAREJO DE SALVANES,82700.9658091548,116028.726873301,198729.692682456,88221.0636261681,293.091310684305,186550.928130407,-2191.48096969972,-2191.48096969972,-3.664,-1.103,-1.733
PINSOS URSA SL,1091,U1,2021,185084.658745163,28,ALCOBENDAS,8709.93838976247,66081.6428959012,74791.5812856637,26771.1135330513,952.359177962923,185084.658745163,2150.15291050944,2150.15291050944,13.13,2.875,1.899
EMBUTIDOS F MARTINEZ R SOCIEDAD ANONIMA,1013,U1,2022,181509.927178089,499,CHESTE,27088.3730093776,29879.5129676542,56967.8859770318,13884.5687088165,14465.9809319759,181509.927178089,2952.14640415757,2952.14640415757,25.985,5.182,1.988
"L.N.P.L.R. GUADALAJARA, S.L.",1051,U1,2022,180414.864757198,515,MARCHAMALO,23586.752797127,26755.4506607338,50342.2034578607,8099.70233058,100.617065429139,180414.864757198,10496.9994145476,10496.9994145476,172.571,20.851,7.748
S.C. GANADERA DE CASPE DE RESPONSABILIDAD LIMITADA,1091,C2,2022,179569.810109887,86,CASPE,46969.0058984065,58809.9642920787,105778.970190485,44002.0094535598,21476.3621333911,179569.810109887,6528.70445654393,6528.70445654393,18.6,6.172,4.558
DULCESA SL,1072,U1,2022,178893.038783466,686,GANDIA,27257.7978690356,70613.1855852407,97870.9834542763,63665.3917165089,747.081479359269,178893.038783466,6780.5276037842,6780.5276037842,13.527,6.928,4.814
LECHE DE GALICIA SLU,1051,U1,2022,178382.222305924,161,VILALBA,21290.7788247858,16876.7436424949,38167.5224672806,19996.6329749114,314.415119631398,178382.222305924,3158.16259115748,3158.16259115748,20.936,8.274,2.347
NATRA CACAO SOCIEDAD LIMITADA,1082,U1,2021,177421.263935974,143,QUART DE POBLET,23591.7438786006,61910.735991776,85502.4798703766,32470.6122205281,1751.71361353397,177421.263935974,11973.1346471214,11973.1346471214,36.112,14.003,6.609
BIMBO SAU,1071,U2,2021,176929.157030582,356,MADRID,150488.602852821,31376.4263176918,181865.029170513,91989.7969722748,129.116435050964,176929.157030582,1960.53113222122,1960.53113222122,1.118,1.078,0.581
HERBALIFE INTERNATIONAL ESPANA SA,1086,U1,2021,176905.478888555,49,MADRID,1418.03936955214,38595.513080442,40013.5524499941,2899.12946562052,11326.003074646,176905.478888555,2806.89162918091,2806.89162918091,129.091,7.015,2.116
ASOCIACION DE INDUSTRIAS ALICANTINAS DEL HELADO Y DERIVADOS SA,1052,C2,2022,176703.09664607,434,SANT VICENT RASPEIG/SAN VICENTE R.,51232.5564160943,47440.4529988766,98673.0094149709,50163.8276621699,17469.4521084428,176703.09664607,177.460525929928,177.460525929928,0.498,0.18,0.141
ARS ALENDI SA,1091,U1,2022,176250.346926042,46,GURREA DE GALLEGO,25296.9790860389,57410.3442106976,82707.3232967365,17496.7394195183,10344.2919126348,176250.346926042,1380.69198287655,1380.69198287655,9.044,1.669,0.898
ESPORC SA,1091,U1,2021,172725.750340718,54,RIUDARENES,23676.3256201118,37224.4177624116,60900.7433825234,25411.3737223336,5097.18124368896,172725.750340718,397.641628098328,397.641628098328,1.326,0.653,0.195
FRIPOZO SA,1039,U1,2022,170960.556000776,497,LAS TORRES DE COTILLAS,78562.6145006001,76164.6162021309,154727.230702731,47834.307750473,7984.14992850065,170960.556000776,2434.72558524787,2434.72558524787,6.202,1.574,1.735
BOLTON FOOD SL.,1020,U1,2022,170313.539685607,444,O GROVE,17053.8592177629,114899.429872632,131953.289090395,13056.2443357706,0.0,170313.539685607,-10035.6345850229,-10035.6345850229,-98.268,-7.605,-7.533
ANGEL CAMACHO ALIMENTACION SL,1039,U1,2021,169943.278334141,492,MORON DE LA FRONTERA,35516.0804414749,104760.998039246,140277.078480721,30156.6157865524,30702.5291347504,169943.278334141,-1111.08090162277,-1111.08090162277,-4.912,-0.792,-0.872
CULMAREX SAU,1020,U2,2022,169157.049325677,174,AGUILAS,181161.997742647,44750.7248993391,225912.722641986,89336.9908235836,83765.4825379264,169157.049325677,-197.014791274667,-197.014791274667,-0.137,-0.087,-0.073
PRODUCTOS ALIMENTICIOS GALLO SL,1073,U2,2022,169072.893559454,186,EL CARPIO,37811.6846126074,71535.902935732,109347.587548339,40564.3336405194,29939.6609553099,169072.893559454,5800.97116656363,5800.97116656363,16.058,5.305,3.853
LOGISTICA Y TRANSFORMACION LACTEA SL.,1051,U1,2022,168268.835295372,49,TORIJA,26194.8825327356,51168.9325073861,77363.8150401217,14587.1750693844,13932.568021641,168268.835295372,-1186.58028342102,-1186.58028342102,-10.846,-1.534,-0.94
AIRA S.COOP.GALEGA,1091,C2,2021,167584.356085761,309,TABOADA,57197.6134076326,33131.1938973468,90328.8073049794,31627.2465566274,19593.765798546,167584.356085761,2853.95430925891,2853.95430925891,11.588,3.16,2.187
OSI FOOD SOLUTIONS SPAIN SL,1013,U1,2021,167550.408747354,171,TOLEDO,24867.9397834468,34220.726602428,59088.6663858747,38623.3331417942,0.0,167550.408747354,8006.65624294996,8006.65737555027,27.127,13.55,6.253
ALEJANDRO MIGUEL SOCIEDAD LIMITADA,1011,U1,2021,167033.27371965,305,NALDA,43160.9770674688,100113.473954684,143274.451022153,38775.2430334469,22129.2330825619,167033.27371965,1062.55792485774,1062.55792485774,3.223,0.742,0.748
ACEITUNAS CAZORLA SL,1039,U1,2021,165302.838619199,42,ALACANT/ALICANTE,5116.27703211086,40123.6513593044,45239.9283914153,14695.0973474929,12619.0121592324,165302.838619199,951.854797068,951.854797068,7.115,2.104,0.632
GANADERIA UNIDA COMARCAL GUCO S.COOP.,1091,C2,2022,165243.791775879,478,VALDERROBRES,31488.986541014,83945.8331307744,115434.819671788,30360.2454519985,26837.2747764795,165243.791775879,2119.24975375739,2119.24975375739,7.262,1.836,1.334
FRUIT TECH NATURAL SA,1032,U1,2021,164656.016782325,376,MURCIA,58473.1601629822,71581.6530515296,130054.813214512,35876.5080366048,8827.78006017245,164656.016782325,5833.42468753517,5833.42468753517,20.966,4.485,4.568
S.C. AND ALMAZARAS DE LA SUBBETICA,1041,U1,2021,163880.079801122,105,CARCABUEY,82255.246935345,162291.173437447,244546.420372792,19884.4648422616,1821.64749452205,163880.079801122,410.038726298473,410.038726298473,2.116,0.168,0.257
NUTRION INTERNACIONAL SL,1091,U1,2022,163508.696204273,35,MADRID,8979.40125165796,51370.6772126731,60350.078464331,14083.1228056122,6994.77780683041,163508.696204273,4081.00678161889,4081.00678161889,38.633,6.762,3.328
PASTIFICIO SERVICE SLU,1085,U2,2022,162628.781694954,1435,MADRID,43277.9393568579,36835.4431132663,80113.3824701242,43108.7296409827,6262.37266577873,162628.781694954,14464.6077373981,14464.6077373981,45.344,18.055,12.02
MAFRIGES SA,1011,C2,2022,162456.28380218,371,SANT VICENC DE TORELLO,33955.5548460222,65580.3056360981,99535.8604821203,68232.3583759391,8390.11020494378,162456.28380218,875.468475734729,875.468475734729,0.574,0.88,0.241
EMBUTIDOS MONTER SOCIEDAD LIMITADA,1011,U1,2022,161747.585441309,492,SANT JAUME DE LLIERCA,68739.6426919501,57317.2117298615,126056.854421812,55939.8074012495,35819.793152017,161747.585441309,1726.38528182505,1726.38528182505,3.705,1.37,1.281
INDUSTRIAS ALIMENTARIAS DE NAVARRA S.A.U.,1039,U1,2022,160809.071645737,476,VILLAFRANCA,51133.8460665941,95221.7359137535,146355.581980348,40979.8189383745,8606.39127075672,160809.071645737,-6076.41728460789,-6076.41728460789,-19.885,-4.152,-5.067
"UNITED PETFOOD SPAIN, SOCIEDAD LIMITADA.",1092,U1,2021,160395.040945301,156,EL BURGO DE EBRO,24952.0455496788,67722.5476182961,92674.5931679749,66979.3681419468,4.06037210226059,160395.040945301,9592.61266888618,9592.61266888618,19.334,10.351,8.074
NOVAFRIGSA SA,1011,U1,2022,159799.600292669,383,LUGO,24078.3501224965,29438.8167670089,53517.1668895054,8702.39375749588,12292.3649810708,159799.600292669,141.124978089929,141.124978089929,2.455,0.264,0.134
ACEITUNAS GUADALQUIVIR SLU,1039,U1,2021,158482.693393704,499,MORON DE LA FRONTERA,19216.5139649142,132328.966596835,151545.48056175,38481.3989444776,47866.3189026939,158482.693393704,9159.92771790812,9159.92771790812,33.832,6.044,8.215
PLATOS TRADICIONALES SA,1085,U1,2021,155714.525550251,725,BUNOL,93848.345601531,40310.0902815566,134158.435883088,39297.6695018309,55189.7702873537,155714.525550251,12145.4578245036,12145.4578245036,41.381,9.053,10.443
HARIBO ESPANA SOCIEDAD ANONIMA.,1082,U1,2021,155112.719962521,659,CORNELLA DEL TERRI,44732.7909965158,46257.948305347,90990.7393018627,67552.1943386507,2.2652006149292,155112.719962521,13940.2144743204,13940.2144743204,27.386,15.32,11.927
GEDESCO SA,1085,C2,2022,154128.959050775,526,MONTCADA I REIXAC,30373.5536271334,54354.9765211344,84728.5301482677,28547.5353032351,9407.40748643875,154128.959050775,8567.99368917942,8567.99368917942,38.106,10.112,7.058
"MATADERO COMARCAL DEL BAGES, S.L.",1011,U1,2022,153787.00056726,304,SANT JOAN DE VILATORRADA,16049.5265810397,33069.17202838,49118.6986094197,9077.31046384534,15679.7086682159,153787.00056726,-542.287711366862,-542.287711366862,-7.813,-1.104,-0.461
SEDA OUTSPAN IBERIA SL.,1083,U2,2022,153611.658298969,305,PALENCIA,63687.722043395,69934.7952461243,133622.517289519,31387.8897404671,15770.7400333881,153611.658298969,-3406.71876549721,-3406.71876549721,-14.442,-2.55,-2.951
BANCAL SL,1011,C2,2022,153366.648237282,147,TARAZONA,26506.444264084,55946.3873068226,82452.8315709066,38331.9465859039,7630.45756003001,153366.648237282,-1702.99149018651,-1702.99149018651,-6.305,-2.065,-1.576
UCC COFFEE SPAIN SLU,1083,C2,2022,152435.496644678,390,LOGRONO,39400.0379055345,41571.9245786893,80971.9624842238,28369.1902694029,15133.5918966842,152435.496644678,-6686.36926756024,-6686.36926756024,-24.313,-8.258,-4.525
"ARAGONESA DE PIENSOS, SA",1091,U2,2022,152090.83354111,127,UTEBO,18459.3648057862,53788.8052047126,72248.1700104988,29496.277371926,6946.65390853079,152090.83354111,-1798.57064465538,-1798.57064465538,-8.625,-2.489,-1.673
"CAMPO DE SAN JUAN, SOCIEDAD LIMITADA.",1051,U1,2021,146933.046564002,96,ALCAZAR DE SAN JUAN,22034.3810800266,46797.0853059053,68831.466385932,46790.928490634,0.0,146933.046564002,4513.40996004581,4513.40996004581,12.635,6.557,4.024
ANDROS LA SERNA SL,1051,U1,2021,145239.753017975,210,ARENAS DE IGUNA,29389.6809021822,23857.9122674528,53247.593169635,19867.8250703703,5313.69030769422,145239.753017975,3180.57864864893,3180.57864864893,17.216,5.973,2.355
GENERAL AGROPECUARIA ACOR S.C.,1081,U1,2020,145197.183319636,428,OLMEDO,137327.759840152,95182.9773103574,232510.737150509,140221.275296484,42021.3778371732,145197.183319636,4160.80273470821,4160.80273470821,3.499,1.79,3.379
OROMAS SA,1073,U2,2022,143867.024404306,163,VILAFRANCA DEL PENEDES,49793.8572907447,45371.4961261885,95165.3534169332,35631.7654640344,18417.2058611136,143867.024404306,7043.20224782346,7043.20224782346,25.749,7.401,6.377
CADI S.COOP. C LTDA,1051,C2,2021,143094.251855493,207,LA SEU D'URGELL,15344.750983007,47804.6431416249,63149.3941246319,29610.9346214175,3082.7194450593,143094.251855493,3629.7653935647,3629.7653935647,20.623,5.748,4.267
IGNACIO GONZALEZ MONTES SA,1020,U1,2022,142641.60294058,426,RIBEIRA,9926.99301167385,84509.1918670096,94436.1848786835,38959.9032161899,536.102746252334,142641.60294058,2128.76783160673,2128.76783160673,7.287,2.254,1.99
HARINERAS VILLAMAYOR SA,1061,U1,2022,142509.178907806,130,LA SOTONERA,36269.6931996363,53074.636895026,89344.3300946623,44222.6717580926,13478.9099813807,142509.178907806,795.076323131919,795.076323131919,2.96,0.89,0.919
OLEOLIVA SA,1041,U1,2005,142158.971413109,48,VILLANUEVA DE ALGAIDAS,9816.56481163601,13270.7968442609,23087.361655897,1489.19824741995,1642.57304380857,142158.971413109,-2564.80974187055,-5286.76266858761,-362.469,-22.899,-3.797
QUESOS DEL DUERO SOCIEDAD ANONIMA.,1051,U1,2021,141982.088187976,78,TORO,12731.3131493425,56694.9564096594,69426.2695590019,46374.5982088137,0.0,141982.088187976,18764.2344056869,18764.2344056869,53.193,27.028,17.374
NUTRIMENTOS DEZA S.A.,1091,U1,2021,141186.272799912,110,SILLEDA,10080.0283551299,71449.7645472958,81529.7929024257,64733.1966845634,4921.00857305574,141186.272799912,1555.8614349324,1555.8614349324,3.138,1.908,1.439
LABORATORIOS ORDESA SL,1086,U1,2021,140218.183264732,303,HUESCA,44263.152616024,73514.8207569122,117777.973372936,44567.822098732,23175.2674913406,140218.183264732,360.166897773743,360.166897773743,-0.376,0.306,-0.12
QUESOS EL PASTOR-HIJOS DE SALVADOR SOCIEDAD ANONIMA.,1051,U1,2022,139132.643168202,325,SANTA CRISTINA DE LA POLVOROSA,29446.3956709946,51557.7790457162,81004.1747167108,23562.3682849544,21227.2016877773,139132.643168202,693.628835339206,693.628835339206,4.097,0.856,0.694
EMBUTIDOS CASEROS COLLELL SL,1013,U1,2022,138807.658891323,263,LES PRESES,10676.5323415619,108177.031780968,118853.56412253,14658.4632513892,17728.5452355247,138807.658891323,724.970157346016,724.970157346016,6.034,0.61,0.637
EMBUTIDOS MONELLS SA,1013,U1,2021,138740.074172673,378,SEVA,30191.4806218171,55856.6271814799,86048.107803297,21829.9489897299,8967.80011806965,138740.074172673,8096.82481862783,8096.82481862783,46.198,9.41,7.269
AUDENS FOOD SA,1085,U1,2021,136032.747227951,495,GRANOLLERS,26154.46836692,39318.2523265004,65472.7206934204,13806.4721938117,25147.9120896523,136032.747227951,2884.95541448672,2884.95541448672,26.881,4.406,2.728
LACTIBER LEON SL,1051,U1,2022,135184.607703247,131,LEON,13127.6755700988,32691.5996279627,45819.2751980615,20393.7299269331,0.0,135184.607703247,1292.09781886697,1292.09781886697,8.26,2.82,1.246
SERVICARNE S.COOP.C.L.,1011,U1,2017,135072.145764015,5323,BARCELONA,2272.72357881823,12935.5210765613,15208.2446553796,4287.9425958478,0.0,135072.145764015,440.993510864482,440.993510864482,10.94,2.9,0.347
LACTALIS VILLARROBLEDO SOCIEDAD LIMITADA,1051,U1,2022,134017.392834787,293,VILLARROBLEDO,26591.6546092191,51655.5937063179,78247.248315537,46610.104524685,0.0,134017.392834787,2631.30535218866,2631.30535218866,7.299,3.363,2.539
CHOCOLATES VALOR SA,1082,U1,2022,132685.250233959,250,VILA JOIOSA/LA VILLAJOYOSA,33451.4288785,57240.2234608803,90691.6523393803,75101.1890727544,72.5905787892342,132685.250233959,7656.76463166404,7656.76463166404,13.402,8.443,7.586
AVICOLA SANCHEZ SL,1012,U1,2022,132225.573882218,91,CORNELLA DE LLOBREGAT,24773.4785860502,13312.2921875899,38085.7707736401,8268.8939142639,8532.79590606689,132225.573882218,4183.18891118215,4183.18891118215,63.736,10.984,3.986
JOVI SERRANO SL,1011,U1,2022,131766.05075003,418,EL VISO DEL ALCOR,21340.3679041475,15954.4799274319,37294.8478315794,3357.19228485942,15300.6587075275,131766.05075003,1947.82931845486,1947.82931845486,64.823,5.223,1.652
NEDERLAND SA,1082,U1,2021,129789.418225458,54,VILADECANS,12191.4546823883,72744.5743984151,84936.0290808034,38603.6485484505,3602.58864918709,129789.418225458,287.405256221294,287.405256221294,0.701,0.338,0.209
MATADERO FRIGORIFICO DEL CARDONER SA,1011,U2,2022,129567.045826483,217,SANT JOAN DE VILATORRADA,15977.0369813713,29474.1172316542,45451.1542130255,17274.6972018975,4688.38488939118,129567.045826483,-2586.17963010804,-2586.17963010804,-20.796,-5.69,-2.773
HERMANOS MACIAS GARCIA SA,1013,U1,2000,129452.126924677,491,MALAGA,23286.0273046757,41169.3515671226,64455.3788624933,16429.6730976449,21489.0416149191,129452.126924677,761.079519875525,912.114288855661,7.77,1.415,0.986
VERDIFRESH SL,1039,U1,2022,128992.185991697,684,RIBA-ROJA DE TURIA,15110.1267079425,25181.7110287172,40291.8377366596,9623.14856492877,272.850014889836,128992.185991697,4244.74491682231,4244.74491682231,58.678,10.535,4.378
PIENSOS NANFOR SA,1091,U1,2022,127911.943629384,66,PADRON,6278.00458788872,32373.4276676178,38651.4322555065,5542.05094099045,986.604526638985,127911.943629384,542.899139523506,542.899139523506,13.048,1.405,0.565
JUVER ALIMENTACION SL,1032,U1,2022,127488.677394351,342,MURCIA,71468.2137271395,45150.4103705242,116618.624097664,46107.7187531171,30810.6695018525,127488.677394351,-903.901551616669,-903.901551616669,-3.105,-0.775,-1.123
ELABORADOS NATURALES DE LA RIBERA DEL EBRO SL,1085,U1,2022,126779.813377831,578,FUNES,36642.1877652079,15665.0747205831,52307.262485791,7746.53616896688,14661.2975582073,126779.813377831,3461.08149619662,3461.08149619662,52.676,6.617,3.219
SEDIASA ALIMENTACION SA,1011,U1,2022,125744.767059569,251,RIVAS-VACIAMADRID,41462.1693581486,31627.118406288,73089.2877644366,5686.94634827137,3302.9535676825,125744.767059569,-2955.85649581552,-2955.85649581552,-71.682,-4.044,-3.242
INDUSTRIAS CARNICAS MONTRONILL SA,1011,U1,2022,125335.41737527,79,VIC,43352.0092729921,34949.763107083,78301.772380075,11797.7075497715,35983.647492127,125335.41737527,-9832.40289464505,-9832.40289464505,-96.533,-12.557,-9.087
"PINSOS SANT ANTONI, SA",1091,U1,2022,124823.276266492,75,VIC,11800.962128786,38092.0881357491,49893.0502645351,23916.600619416,9509.42367441261,124823.276266492,2303.49821310319,2303.49821310319,11.803,4.617,2.262
CONGALSA SL,1020,U1,2022,124274.726314877,413,A POBRA DO CARAMINAL,22652.0154250348,60449.825316857,83101.8407418918,23563.7005423772,6580.87831177354,124274.726314877,2516.71575986797,2516.71575986797,13.664,3.028,2.591
ANDIA LACTEOS DE CANTABRIA SL,1051,U1,2022,124048.9538682,135,PIELAGOS,20513.8460949028,13525.1620015895,34039.0080964923,4130.64010356843,5378.93054825366,124048.9538682,-3520.5771942693,-3520.5771942693,-85.164,-10.343,-2.836
